大カテゴリー,中カテゴリー,メニュータイトル,データ参照先,タイルレイヤー名,データ種別,legendType,Tippecanoeオプション,fill,stroke,stroke-width,marker-color,marker-symbol,アイコン作成説明列,fill-pattern,title,minzoom,maxzoom,printzoom,ダウンロードコード,テストTippecannoeコード
交通,デマンドタクシー,焼津インターチェンジ地区（乗降区域）,https://yaizu-smartcity.jp/焼津IC周辺地区_タクシー乗降区域/data.geojson,焼津IC周辺地区_タクシー乗降区域,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#C79100,#C79100,,#C79100,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/焼津IC周辺地区_タクシー乗降区域/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""焼津IC周辺地区_タクシー乗降区域""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
交通,デマンドタクシー,焼津インターチェンジ地区（指定施設）,https://yaizu-smartcity.jp/%E7%84%BC%E6%B4%A5IC%E5%91%A8%E8%BE%BA%E5%9C%B0%E5%8C%BA_%E3%82%BF%E3%82%AF%E3%82%B7%E3%83%BC%E6%8C%87%E5%AE%9A%E6%96%BD%E8%A8%AD/data.geojson,焼津IC周辺地区_タクシー指定施設,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,demand-taxi-lightbrown,新規作成（#C79100 + 車のアイコン）,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E7%84%BC%E6%B4%A5IC%E5%91%A8%E8%BE%BA%E5%9C%B0%E5%8C%BA_%E3%82%BF%E3%82%AF%E3%82%B7%E3%83%BC%E6%8C%87%E5%AE%9A%E6%96%BD%E8%A8%AD/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""焼津IC周辺地区_タクシー指定施設""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
交通,デマンドタクシー,大島・三和地区（乗降位置）,https://yaizu-smartcity.jp/大島・三和地区_タクシー乗降位置/data.geojson,大島・三和地区デマンドタクシー運行マップ_乗降位置,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,demand-taxi-darkgray,新規作成（#1C2D37+ 車のアイコン）,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/大島・三和地区_タクシー乗降位置/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""大島・三和地区デマンドタクシー運行マップ_乗降位置""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
交通,デマンドタクシー,大島・三和地区（指定施設）,https://yaizu-smartcity.jp/%E5%A4%A7%E5%B3%B6%E3%83%BB%E4%B8%89%E5%92%8C%E5%9C%B0%E5%8C%BA_%E3%82%BF%E3%82%AF%E3%82%B7%E3%83%BC%E6%8C%87%E5%AE%9A%E6%96%BD%E8%A8%AD/data.geojson,大島・三和地区デマンドタクシー運行マップ_指定施設,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,demand-taxi-darkgray,新規作成（#1C2D37+ 車のアイコン）,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E5%A4%A7%E5%B3%B6%E3%83%BB%E4%B8%89%E5%92%8C%E5%9C%B0%E5%8C%BA_%E3%82%BF%E3%82%AF%E3%82%B7%E3%83%BC%E6%8C%87%E5%AE%9A%E6%96%BD%E8%A8%AD/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""大島・三和地区デマンドタクシー運行マップ_指定施設""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
交通,デマンドタクシー,大井川地区（乗降位置）,https://yaizu-smartcity.jp/大井川地区_タクシー乗降位置/data.geojson,大井川地区_タクシー乗降位置,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,demand-taxi-lightblue,新規作成（#83C3FF + 車のアイコン）,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/大井川地区_タクシー乗降位置/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""大井川地区_タクシー乗降位置""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
交通,デマンドタクシー,大井川地区（乗降区域）,https://yaizu-smartcity.jp/大井川地区_タクシー乗降区域/data.geojson,大井川地区_タクシー乗降区域,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#83C3FF,#83C3FF,,#83C3FF,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/大井川地区_タクシー乗降区域/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""大井川地区_タクシー乗降区域""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
交通,交通事故分析情報,2022年,https://yaizu-smartcity.jp/%E4%BA%A4%E9%80%9A%E4%BA%8B%E6%95%85_2022/data.geojson,交通分析ダッシュボード_2022,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#1E6577,,,#1E6577,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E4%BA%A4%E9%80%9A%E4%BA%8B%E6%95%85_2022/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""交通分析ダッシュボード_2022""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
交通,交通事故分析情報,2021年,https://yaizu-smartcity.jp/%E4%BA%A4%E9%80%9A%E4%BA%8B%E6%95%85_2021/data.geojson,交通分析ダッシュボード_2021,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#2A899D,,,#2A899D,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E4%BA%A4%E9%80%9A%E4%BA%8B%E6%95%85_2021/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""交通分析ダッシュボード_2021""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
交通,交通事故分析情報,2020年,https://yaizu-smartcity.jp/%E4%BA%A4%E9%80%9A%E4%BA%8B%E6%95%85_2020/data.geojson,交通分析ダッシュボード_2020,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#68C6DA,,,#68C6DA,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E4%BA%A4%E9%80%9A%E4%BA%8B%E6%95%85_2020/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""交通分析ダッシュボード_2020""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
交通,交通事故分析情報,2019年,https://yaizu-smartcity.jp/%E4%BA%A4%E9%80%9A%E4%BA%8B%E6%95%85_2019/data.geojson,交通分析ダッシュボード_2019,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#ABE0EB,,,#ABE0EB,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E4%BA%A4%E9%80%9A%E4%BA%8B%E6%95%85_2019/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""交通分析ダッシュボード_2019""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
ごみ・リサイクル,,リサイクル拠点,https://yaizu-smartcity.jp/%E3%83%AA%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB%E6%8B%A0%E7%82%B9/data.geojson,リサイクル拠点,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#ff0000,,,#ff0000,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E7%84%BC%E6%B4%A5%E5%B8%82%E8%87%AA%E4%B8%BB%E9%81%8B%E8%A1%8C%E3%83%90%E3%82%B9%E8%B7%AF%E7%B7%9A%E5%9B%B3_%E8%B7%AF%E7%B7%9A/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""焼津市自主運行バス路線図_路線""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
農業,農業地域振興計画,農用地区域,https://yaizu-smartcity.jp/%E8%BE%B2%E6%A5%AD%E5%9C%B0%E5%9F%9F%E6%8C%AF%E8%88%88%E8%A8%88%E7%94%BB_%E8%BE%B2%E7%94%A8%E5%9C%B0%E5%8C%BA%E5%9F%9F/data.geojson,農用地区域,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#FDFAC5,#000000,,,,,,,,,,,
農業,農業地域振興計画,農業用施設用地,https://yaizu-smartcity.jp/%E8%BE%B2%E6%A5%AD%E5%9C%B0%E5%9F%9F%E6%8C%AF%E8%88%88%E8%A8%88%E7%94%BB_%E8%BE%B2%E6%A5%AD%E7%94%A8%E6%96%BD%E8%A8%AD%E7%94%A8%E5%9C%B0/data.geojson,農業用施設用地,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#F8E3B2,#000000,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E8%BE%B2%E6%A5%AD%E5%9C%B0%E5%9F%9F%E6%8C%AF%E8%88%88%E8%A8%88%E7%94%BB_%E8%BE%B2%E6%A5%AD%E7%94%A8%E6%96%BD%E8%A8%AD%E7%94%A8%E5%9C%B0/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""農業用施設用地""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
農業,農業用施設図,農業用施設図,https://yaizu-smartcity.jp/農業用施設図/data.geojson,農業用施設図,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,#518A04,,#518A04,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/農業用施設図/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""農業用施設図""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
農業,高草山農道,農道,https://yaizu-smartcity.jp/農道一般平面図_農道/data.geojson,農道,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#5A3224,#5A3224,,#5A3224,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/農道一般平面図_農道/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""農道""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
農業,高草山農道,林道,https://yaizu-smartcity.jp/農道一般平面図_林道/data.geojson,林道,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#008000,#008000,,#008000,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/農道一般平面図_林道/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""林道""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
農業,,ファミリー農園,https://yaizu-smartcity.jp/%E3%83%95%E3%82%A1%E3%83%9F%E3%83%AA%E3%83%BC%E8%BE%B2%E5%9C%92/data.geojson,ファミリー農園,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,family-farm,新規作成（鍬とかリアカーとかのイメージ）,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/林道/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""林道""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
こども・教育,小学校・学区,小学校,https://yaizu-smartcity.jp/%E5%B0%8F%E5%AD%A6%E6%A0%A1/data.geojson,小学校,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,preschool-red,新規作成（preschoolの赤色版）,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E5%B0%8F%E5%AD%A6%E6%A0%A1%E5%8C%BA/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""小学校区""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
こども・教育,小学校・学区,小学校区,https://yaizu-smartcity.jp/%E5%B0%8F%E5%AD%A6%E6%A0%A1%E5%8C%BA/data.geojson,小学校区,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#ff0000,,,#ff0000,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E5%B0%8F%E5%AD%A6%E6%A0%A1%E5%8C%BA/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""小学校区""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
こども・教育,中学校・学区,中学校,https://yaizu-smartcity.jp/%E4%B8%AD%E5%AD%A6%E6%A0%A1/data.geojson,中学校,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,preschool,新規作成（preschoolの青色版）,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E4%B8%AD%E5%AD%A6%E6%A0%A1/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""中学校""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
こども・教育,中学校・学区,中学校区,https://yaizu-smartcity.jp/%E4%B8%AD%E5%AD%A6%E6%A0%A1%E5%8C%BA/data.geojson,中学校区,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#006AB6,,,#006AB6,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E4%B8%AD%E5%AD%A6%E6%A0%A1%E5%8C%BA/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""中学校区""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
こども・教育,通学路,和田小学校,https://yaizu-smartcity.jp/%E9%80%9A%E5%AD%A6%E8%B7%AF_%E5%92%8C%E7%94%B0%E5%B0%8F%E5%AD%A6%E6%A0%A1/data.geojson,通学路_和田小学校,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,#E74C3C,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E9%80%9A%E5%AD%A6%E8%B7%AF_%E5%92%8C%E7%94%B0%E5%B0%8F%E5%AD%A6%E6%A0%A1/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""通学路_和田小学校""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
こども・教育,通学路,大井川南小学校 ,https://yaizu-smartcity.jp/%E9%80%9A%E5%AD%A6%E8%B7%AF_%E5%A4%A7%E4%BA%95%E5%B7%9D%E5%8D%97%E5%B0%8F%E5%AD%A6%E6%A0%A1/data.geojson,通学路_大井川南小学校 ,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,#F39C12,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E9%80%9A%E5%AD%A6%E8%B7%AF_%E5%A4%A7%E4%BA%95%E5%B7%9D%E5%8D%97%E5%B0%8F%E5%AD%A6%E6%A0%A1/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""通学路_大井川南小学校 ""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
こども・教育,通学路,大井川東小学校,https://yaizu-smartcity.jp/%E9%80%9A%E5%AD%A6%E8%B7%AF_%E5%A4%A7%E4%BA%95%E5%B7%9D%E6%9D%B1%E5%B0%8F%E5%AD%A6%E6%A0%A1/data.geojson,通学路_大井川東小学校,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,#F1C40F,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E9%80%9A%E5%AD%A6%E8%B7%AF_%E5%A4%A7%E4%BA%95%E5%B7%9D%E6%9D%B1%E5%B0%8F%E5%AD%A6%E6%A0%A1/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""通学路_大井川東小学校""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
こども・教育,通学路,大井川西小学校 ,https://yaizu-smartcity.jp/%E9%80%9A%E5%AD%A6%E8%B7%AF_%E5%A4%A7%E4%BA%95%E5%B7%9D%E8%A5%BF%E5%B0%8F%E5%AD%A6%E6%A0%A1/data.geojson,通学路_大井川西小学校 ,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,#27AE60,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E9%80%9A%E5%AD%A6%E8%B7%AF_%E5%A4%A7%E4%BA%95%E5%B7%9D%E8%A5%BF%E5%B0%8F%E5%AD%A6%E6%A0%A1/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""通学路_大井川西小学校 ""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
こども・教育,通学路,大富小学校 ,https://yaizu-smartcity.jp/%E9%80%9A%E5%AD%A6%E8%B7%AF_%E5%A4%A7%E5%AF%8C%E5%B0%8F%E5%AD%A6%E6%A0%A1/data.geojson,通学路_大富小学校 ,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,#2ECC71,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E9%80%9A%E5%AD%A6%E8%B7%AF_%E5%A4%A7%E5%AF%8C%E5%B0%8F%E5%AD%A6%E6%A0%A1/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""通学路_大富小学校 ""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
こども・教育,通学路,小川小学校,https://yaizu-smartcity.jp/%E9%80%9A%E5%AD%A6%E8%B7%AF_%E5%B0%8F%E5%B7%9D%E5%B0%8F%E5%AD%A6%E6%A0%A1/data.geojson,通学路_小川小学校,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,#1ABC9C,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E9%80%9A%E5%AD%A6%E8%B7%AF_%E5%B0%8F%E5%B7%9D%E5%B0%8F%E5%AD%A6%E6%A0%A1/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""通学路_小川小学校""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
こども・教育,通学路,東益津小学校,https://yaizu-smartcity.jp/%E9%80%9A%E5%AD%A6%E8%B7%AF_%E6%9D%B1%E7%9B%8A%E6%B4%A5%E5%B0%8F%E5%AD%A6%E6%A0%A1/data.geojson,通学路_東益津小学校,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,#3498DB,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E9%80%9A%E5%AD%A6%E8%B7%AF_%E6%9D%B1%E7%9B%8A%E6%B4%A5%E5%B0%8F%E5%AD%A6%E6%A0%A1/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""通学路_東益津小学校""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
こども・教育,通学路,港小学校,https://yaizu-smartcity.jp/%E9%80%9A%E5%AD%A6%E8%B7%AF_%E6%B8%AF%E5%B0%8F%E5%AD%A6%E6%A0%A1/data.geojson,通学路_港小学校,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,#9B59B6,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E9%80%9A%E5%AD%A6%E8%B7%AF_%E6%B8%AF%E5%B0%8F%E5%AD%A6%E6%A0%A1/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""通学路_港小学校""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
こども・教育,通学路,焼津南小学校,https://yaizu-smartcity.jp/%E9%80%9A%E5%AD%A6%E8%B7%AF_%E7%84%BC%E6%B4%A5%E5%8D%97%E5%B0%8F%E5%AD%A6%E6%A0%A1/data.geojson,通学路_焼津南小学校,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,#34495E,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E9%80%9A%E5%AD%A6%E8%B7%AF_%E7%84%BC%E6%B4%A5%E5%8D%97%E5%B0%8F%E5%AD%A6%E6%A0%A1/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""通学路_焼津南小学校""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
こども・教育,通学路,焼津東小学校,https://yaizu-smartcity.jp/%E9%80%9A%E5%AD%A6%E8%B7%AF_%E7%84%BC%E6%B4%A5%E6%9D%B1%E5%B0%8F%E5%AD%A6%E6%A0%A1/data.geojson,通学路_焼津東小学校,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,#D35400,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E9%80%9A%E5%AD%A6%E8%B7%AF_%E7%84%BC%E6%B4%A5%E6%9D%B1%E5%B0%8F%E5%AD%A6%E6%A0%A1/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""通学路_焼津東小学校""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
こども・教育,通学路,焼津西小学校,https://yaizu-smartcity.jp/%E9%80%9A%E5%AD%A6%E8%B7%AF_%E7%84%BC%E6%B4%A5%E8%A5%BF%E5%B0%8F%E5%AD%A6%E6%A0%A1/data.geojson,通学路_焼津西小学校,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,#8E44AD,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E9%80%9A%E5%AD%A6%E8%B7%AF_%E7%84%BC%E6%B4%A5%E8%A5%BF%E5%B0%8F%E5%AD%A6%E6%A0%A1/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""通学路_焼津西小学校""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
こども・教育,通学路,豊田小学校,https://yaizu-smartcity.jp/%E9%80%9A%E5%AD%A6%E8%B7%AF_%E8%B1%8A%E7%94%B0%E5%B0%8F%E5%AD%A6%E6%A0%A1/data.geojson,通学路_豊田小学校,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,#16A085,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E9%80%9A%E5%AD%A6%E8%B7%AF_%E8%B1%8A%E7%94%B0%E5%B0%8F%E5%AD%A6%E6%A0%A1/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""通学路_豊田小学校""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
こども・教育,通学路,黒石小学校,https://yaizu-smartcity.jp/%E9%80%9A%E5%AD%A6%E8%B7%AF_%E9%BB%92%E7%9F%B3%E5%B0%8F%E5%AD%A6%E6%A0%A1/data.geojson,通学路_黒石小学校,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,#2C3E50,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E9%80%9A%E5%AD%A6%E8%B7%AF_%E9%BB%92%E7%9F%B3%E5%B0%8F%E5%AD%A6%E6%A0%A1/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""通学路_黒石小学校""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
こども・教育,その他教育,放課後等デイサービス,https://yaizu-smartcity.jp/%E6%94%BE%E8%AA%B2%E5%BE%8C%E7%AD%89%E3%83%87%E3%82%A4%E3%82%B5%E3%83%BC%E3%83%93%E3%82%B9%E4%B8%80%E8%A6%A7/data.geojson,放課後等デイサービス,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E5%B0%8F%E5%AD%A6%E6%A0%A1%E5%8C%BA/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""小学校区""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
こども・教育,子育て,幼稚園・保育所,https://yaizu-smartcity.jp/%E5%AD%90%E8%82%B2%E3%81%A6%E6%96%BD%E8%A8%AD%E4%B8%80%E8%A6%A7/data.geojson,幼稚園_保育所,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E5%B0%8F%E5%AD%A6%E6%A0%A1%E5%8C%BA/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""小学校区""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
こども・教育,子育て,子育て支援施設,https://yaizu-smartcity.jp/%E5%AD%90%E8%82%B2%E3%81%A6%E6%94%AF%E6%8F%B4%E6%96%BD%E8%A8%AD/data.geojson,子育て支援施設,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E5%AD%90%E8%82%B2%E3%81%A6%E6%94%AF%E6%8F%B4%E6%96%BD%E8%A8%AD/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""子育て支援施設""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
こども・教育,子育て,あかちゃんえき,https://yaizu-smartcity.jp/%E3%81%82%E3%81%8B%E3%81%A1%E3%82%83%E3%82%93%E3%81%88%E3%81%8D%E4%B8%80%E8%A6%A7/data.geojson,あかちゃんえき,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,baby,"baby",,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E3%81%82%E3%81%8B%E3%81%A1%E3%82%83%E3%82%93%E3%81%88%E3%81%8D%E4%B8%80%E8%A6%A7/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""あかちゃんえき""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
